seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
lane821s003041_shovill_contig00011|provirus_24064_61102	37039	Provirus	24064-61102	60	11	0.9983	0.0013	17	51.8029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003953_shovill_contig00009|provirus_24064_61102	37039	Provirus	24064-61102	60	11	0.9983	0.0013	17	51.8029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_478369-flag_1-multi_3.0000-len_3067	3067	No terminal repeats	NA	6	11	0.9983	0.0013	0	6.9503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.1.p_NODE_5_length_200462_cov_59.385373|provirus_169400_200460	31061	Provirus	169400-200460	44	11	0.9983	0.0013	10	45.0864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_368_length_3494_cov_1.478490	3494	No terminal repeats	NA	11	11	0.9983	0.0013	1	8.0181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000720_shovill_contig00001|provirus_1712182_1749343	37162	Provirus	1712182-1749343	53	11	0.9983	0.0013	16	57.5252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000528_shovill_contig00002|provirus_533893_571054	37162	Provirus	533893-571054	53	11	0.9983	0.0013	16	57.5252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000540_bin.2.p_NODE_2_length_1045098_cov_75.010510|provirus_533535_570696	37162	Provirus	533535-570696	53	11	0.9983	0.0013	16	57.5252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_59794-flag_0-multi_14.9694-len_5627	5627	No terminal repeats	NA	11	11	0.9983	0.0013	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_145068-flag_1-multi_7.0000-len_4953	4953	No terminal repeats	NA	4	11	0.9983	0.0013	2	3.9741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003035_bin.1.p_NODE_1_length_1547047_cov_986.860280|provirus_1013967_1051324	37358	Provirus	1013967-1051324	48	11	0.9983	0.0013	12	40.8185	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_182672-flag_1-multi_7.0000-len_8728	8728	No terminal repeats	NA	10	11	0.9982	0.0013	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003977_shovill_contig00028|provirus_54416_69378	14963	Provirus	54416-69378	17	11	0.9982	0.0013	5	21.4879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000538_bin.1.p_NODE_3_length_501519_cov_136.749281|provirus_356011_385883	29873	Provirus	356011-385883	41	11	0.9982	0.0013	13	38.5301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003041_shovill_contig00022|provirus_934_43172	42239	Provirus	934-43172	66	11	0.9982	0.0014	12	52.7281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795	28793	Provirus	3-28795	38	11	0.9982	0.0014	11	32.9239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_64512-flag_1-multi_4.0000-len_3658	3658	No terminal repeats	NA	6	11	0.9982	0.0014	1	7.6577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003958_shovill_contig00002|provirus_83260_100454	17195	Provirus	83260-100454	27	11	0.9982	0.0014	2	12.5163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000600_bin.3.p_NODE_11_length_12950_cov_2.687563	12950	No terminal repeats	NA	21	11	0.9982	0.0014	0	6.1315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_447284-flag_1-multi_19.0000-len_4161	4161	No terminal repeats	NA	3	11	0.9982	0.0014	0	4.0619	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.3.s_NODE_17_length_7790_cov_2.679891	7790	No terminal repeats	NA	10	11	0.9982	0.0014	0	6.5337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715	33673	Provirus	43-33715	47	11	0.9981	0.0014	10	45.4448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.3.p_NODE_725_length_2819_cov_2.443107	2819	No terminal repeats	NA	4	11	0.9981	0.0014	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_661_length_3395_cov_2.537372	3395	No terminal repeats	NA	6	11	0.9981	0.0014	2	4.6174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003043_bin.1.s_NODE_4_length_254064_cov_1076.679208|provirus_171500_190869	19370	Provirus	171500-190869	30	11	0.9981	0.0014	3	13.7070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_441657-flag_1-multi_2.0000-len_2377	2377	No terminal repeats	NA	4	11	0.9981	0.0014	3	4.3948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000537_shovill_contig00001|provirus_137734_142154	4421	Provirus	137734-142154	10	11	0.9981	0.0014	1	9.1149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_381_length_3427_cov_1.884776	3427	No terminal repeats	NA	5	11	0.9981	0.0014	0	6.6058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000545_shovill_contig00001|provirus_514952_550109	35158	Provirus	514952-550109	48	11	0.9980	0.0014	16	49.8969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_23695-flag_0-multi_5.9814-len_3366	3366	No terminal repeats	NA	5	11	0.9980	0.0014	0	4.8371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_538358-flag_1-multi_1.0000-len_2230	2230	No terminal repeats	NA	4	11	0.9980	0.0014	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003965_shovill_contig00003|provirus_48215_81940	33726	Provirus	48215-81940	44	11	0.9980	0.0014	14	39.0067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.3.s_NODE_1_length_1116565_cov_55.245852|provirus_633793_666886	33094	Provirus	633793-666886	46	11	0.9980	0.0014	9	44.4479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.2.s_NODE_1_length_1116566_cov_69.660755|provirus_633794_666887	33094	Provirus	633794-666887	46	11	0.9980	0.0014	9	44.4479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_81514-flag_1-multi_2.0000-len_2427	2427	No terminal repeats	NA	3	11	0.9980	0.0014	1	1.9576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_269_length_4251_cov_1.826785	4251	No terminal repeats	NA	6	11	0.9980	0.0014	1	4.7460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_176549-flag_1-multi_4.0000-len_4222	4222	No terminal repeats	NA	5	11	0.9980	0.0014	1	5.6116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_380172-flag_1-multi_4.0000-len_2826	2826	No terminal repeats	NA	4	11	0.9980	0.0014	2	3.8661	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_162773-flag_1-multi_3.0000-len_3199	3199	No terminal repeats	NA	12	11	0.9980	0.0014	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_770934-flag_1-multi_6.3795-len_17990	17990	No terminal repeats	NA	25	11	0.9980	0.0014	5	14.6330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_257496-flag_1-multi_8.0000-len_22973	22973	No terminal repeats	NA	31	11	0.9980	0.0014	0	13.1028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003995_shovill_contig00013|provirus_106_17214	17109	Provirus	106-17214	24	11	0.9980	0.0014	3	12.5284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_16468-flag_1-multi_6.0000-len_6028	6028	No terminal repeats	NA	6	11	0.9980	0.0014	0	4.1871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_262002-flag_1-multi_2.0000-len_2160	2160	No terminal repeats	NA	4	11	0.9980	0.0014	3	4.4712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_415354-flag_1-multi_5.0000-len_3649	3649	No terminal repeats	NA	6	11	0.9980	0.0015	0	5.1139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_436735-flag_1-multi_1.8957-len_2077	2077	No terminal repeats	NA	2	11	0.9979	0.0015	2	3.3237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000522_shovill_contig00001|provirus_765929_806126	40198	Provirus	765929-806126	53	11	0.9979	0.0015	14	40.3884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003971_bin.1.s_NODE_2_length_1518972_cov_103.605725|provirus_1189119_1229139	40021	Provirus	1189119-1229139	55	11	0.9979	0.0015	10	49.8260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003996_shovill_contig00004|provirus_305190_347616	42427	Provirus	305190-347616	62	11	0.9979	0.0015	12	52.5842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000520_bin.1.p_NODE_46_length_38154_cov_25.273892	38154	No terminal repeats	NA	50	11	0.9979	0.0015	15	52.4152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362	5362	No terminal repeats	NA	10	11	0.9979	0.0015	0	4.2770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_86322-flag_0-multi_52.0000-len_2094	2094	No terminal repeats	NA	2	11	0.9979	0.0015	2	3.4257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_518615-flag_0-multi_7.7122-len_25254	25254	No terminal repeats	NA	39	11	0.9979	0.0015	5	22.6083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_211512-flag_0-multi_8.9866-len_7295	7295	No terminal repeats	NA	21	11	0.9979	0.0015	0	5.4800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_485107-flag_1-multi_5.0000-len_6707	6707	No terminal repeats	NA	15	11	0.9979	0.0015	0	6.3170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.6.o_k141_655395-flag_1-multi_1.8177-len_4558	4558	No terminal repeats	NA	3	11	0.9979	0.0015	0	2.7616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003952_megahit_k141_100-flag=1-multi=231.9834-len=167339|provirus_85386_119111	33726	Provirus	85386-119111	44	11	0.9979	0.0015	14	39.0067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.1.p_NODE_3_length_725817_cov_52.494282|provirus_467491_512351	44861	Provirus	467491-512351	60	11	0.9979	0.0015	17	65.1308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_124039-flag_1-multi_4.0000-len_2903	2903	No terminal repeats	NA	5	11	0.9979	0.0015	1	2.6740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.1.o_k141_692514-flag_1-multi_3.0000-len_2556	2556	No terminal repeats	NA	5	11	0.9978	0.0015	0	2.9792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327	44861	Provirus	213467-258327	60	11	0.9978	0.0015	17	65.1308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_261136-flag_1-multi_1.0000-len_2540	2540	No terminal repeats	NA	4	11	0.9978	0.0015	0	4.0120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_21052-flag_0-multi_6.3310-len_3238	3238	No terminal repeats	NA	8	11	0.9978	0.0015	0	5.0179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000603_bin.2.s_NODE_302_length_3906_cov_1.283886	3906	No terminal repeats	NA	5	11	0.9978	0.0015	0	4.4629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875	5875	No terminal repeats	NA	14	11	0.9978	0.0015	2	4.4273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000600_bin.3.p_NODE_221_length_4269_cov_2.123569	4269	No terminal repeats	NA	7	11	0.9978	0.0015	0	3.8305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.6.o_k141_141209-flag_1-multi_4.0000-len_3200	3200	No terminal repeats	NA	5	11	0.9978	0.0015	0	4.5317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_278545-flag_1-multi_3.0000-len_6433	6433	No terminal repeats	NA	11	11	0.9978	0.0015	0	2.4991	Unclassified
lane122s000607_bin.1.p_NODE_348_length_4617_cov_3.542731	4617	No terminal repeats	NA	8	11	0.9978	0.0015	1	6.2810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_800_length_1928_cov_0.453269	1928	No terminal repeats	NA	3	11	0.9978	0.0015	1	3.0963	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_4_length_21565_cov_3.535880	21565	No terminal repeats	NA	27	11	0.9978	0.0015	1	15.1603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003040_bin.1.o_k141_84-flag_1-multi_4.0000-len_1468	1468	No terminal repeats	NA	2	11	0.9978	0.0015	1	3.4366	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
lane122s000605_bin.1.o_k141_288429-flag_1-multi_49.0000-len_35819	35819	No terminal repeats	NA	57	11	0.9977	0.0016	6	31.4622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_516265-flag_1-multi_4.7055-len_7804	7804	No terminal repeats	NA	14	11	0.9977	0.0016	1	6.0003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003979_bin.1.s_NODE_1_length_1346747_cov_118.252067|provirus_374127_414063	39937	Provirus	374127-414063	48	11	0.9977	0.0016	13	34.3067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003980_megahit_k141_137-flag=0-multi=243.9786-len=578528|provirus_98875_138859	39985	Provirus	98875-138859	48	11	0.9977	0.0016	13	34.3067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_244328-flag_1-multi_6.0000-len_12405	12405	No terminal repeats	NA	26	11	0.9977	0.0016	1	7.3316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003977_shovill_contig00001|provirus_2_15814	15813	Provirus	2-15814	27	11	0.9977	0.0016	5	10.5684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_702617-flag_1-multi_4.0000-len_3361	3361	No terminal repeats	NA	6	11	0.9977	0.0016	2	3.3358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_129603-flag_0-multi_8.8949-len_2824	2824	No terminal repeats	NA	6	11	0.9977	0.0016	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003995_shovill_contig00007|provirus_167930_216590	48661	Provirus	167930-216590	64	11	0.9977	0.0016	10	49.8404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_232030-flag_0-multi_11.0201-len_6054	6054	No terminal repeats	NA	7	11	0.9977	0.0016	0	4.1200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003972_bin.2.s_NODE_252_length_3621_cov_2.643059	3621	No terminal repeats	NA	8	11	0.9977	0.0016	1	8.4182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003971_bin.1.s_NODE_49_length_1497_cov_2.059155	1497	No terminal repeats	NA	2	11	0.9976	0.0016	1	2.4557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_47962-flag_0-multi_3.0000-len_2567	2567	No terminal repeats	NA	8	11	0.9976	0.0016	0	3.1471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_891-flag_1-multi_2.9292-len_2315	2315	No terminal repeats	NA	5	11	0.9976	0.0016	1	2.9464	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003971_bin.1.s_NODE_121_length_784_cov_1.295615	784	No terminal repeats	NA	2	11	0.9976	0.0016	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_684429-flag_0-multi_3.4637-len_3654	3654	No terminal repeats	NA	2	11	0.9976	0.0016	1	2.6982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_415_length_3255_cov_2.533354	3255	No terminal repeats	NA	5	11	0.9976	0.0016	1	4.1182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003976_shovill_contig00011|provirus_2_14603	14602	Provirus	2-14603	25	11	0.9976	0.0016	5	10.5684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_463_length_2993_cov_1.472222	2993	No terminal repeats	NA	5	11	0.9976	0.0016	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_446_length_4185_cov_3.288218	4185	No terminal repeats	NA	4	11	0.9976	0.0016	0	3.1999	Unclassified
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275	4275	No terminal repeats	NA	8	11	0.9976	0.0016	0	3.0591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003953_shovill_contig00010|provirus_62799_115359	52561	Provirus	62799-115359	78	11	0.9976	0.0016	12	54.2829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110	37544	No terminal repeats	NA	55	11	0.9976	0.0016	6	31.1896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_156_length_6185_cov_2.992141	6185	No terminal repeats	NA	14	11	0.9976	0.0016	3	5.3258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_361995-flag_1-multi_4.0000-len_5112	5112	No terminal repeats	NA	7	11	0.9976	0.0016	0	7.4086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048	4048	No terminal repeats	NA	10	11	0.9976	0.0016	0	3.8674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003954_shovill_contig00021|provirus_22909_66939	44031	Provirus	22909-66939	58	11	0.9975	0.0016	19	64.9155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000541_shovill_contig00001|provirus_709904_749107	39204	Provirus	709904-749107	47	11	0.9975	0.0016	10	40.1880	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_346022-flag_0-multi_6.4361-len_4186	4186	No terminal repeats	NA	9	11	0.9975	0.0017	0	5.0211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206	2751	No terminal repeats	NA	8	11	0.9975	0.0017	0	6.1015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000531_bin.1.o_k141_151-flag_0-multi_166.9872-len_311393|provirus_208943_261972	53030	Provirus	208943-261972	79	11	0.9975	0.0017	10	53.6283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000521_bin.1.s_NODE_1_length_1184269_cov_106.342662|provirus_1171619_1183885	12267	Provirus	1171619-1183885	17	11	0.9975	0.0017	1	11.2837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_342_length_3677_cov_2.323889	3677	No terminal repeats	NA	4	11	0.9975	0.0017	1	2.8899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000541_shovill_contig00004|provirus_331787_343202	11416	Provirus	331787-343202	16	11	0.9975	0.0017	0	8.0300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000520_bin.1.p_NODE_20_length_86360_cov_25.981537|provirus_49408_86358	36951	Provirus	49408-86358	51	11	0.9974	0.0017	9	44.4066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580	6580	No terminal repeats	NA	13	11	0.9974	0.0017	1	6.6292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003968_megahit_k141_172-flag=0-multi=280.9733-len=876979|provirus_318077_357260	39184	Provirus	318077-357260	62	11	0.9974	0.0017	8	43.7708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_559_length_2587_cov_1.419124	2587	No terminal repeats	NA	3	11	0.9974	0.0017	0	3.4009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000528_shovill_contig00001|provirus_100506_143754	43249	Provirus	100506-143754	53	11	0.9974	0.0017	10	44.3564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_104_length_6891_cov_3.071324	6891	No terminal repeats	NA	10	11	0.9974	0.0017	2	8.5033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_207216-flag_0-multi_13.8293-len_1969	1969	No terminal repeats	NA	3	11	0.9974	0.0017	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_70694-flag_1-multi_2.9987-len_3270	3270	No terminal repeats	NA	4	11	0.9974	0.0017	1	2.5983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.5.o_k141_353379-flag_1-multi_8.7583-len_5044	5044	No terminal repeats	NA	3	11	0.9974	0.0017	0	1.4452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.1.p_NODE_2_length_853550_cov_63.413624|provirus_12184_42320	30137	Provirus	12184-42320	41	11	0.9974	0.0017	14	53.6442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_987_length_1576_cov_0.717812	1576	No terminal repeats	NA	4	11	0.9974	0.0017	1	4.2784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_372651-flag_1-multi_6.0000-len_6489	6489	No terminal repeats	NA	9	11	0.9974	0.0017	2	6.3587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003953_shovill_contig00002|provirus_115583_125445	9863	Provirus	115583-125445	17	11	0.9974	0.0017	1	11.9425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003041_shovill_contig00001|provirus_115583_125445	9863	Provirus	115583-125445	17	11	0.9974	0.0017	1	11.9425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000540_bin.2.p_NODE_1_length_1058893_cov_77.315366|provirus_88789_131881	43093	Provirus	88789-131881	53	11	0.9974	0.0017	10	44.3564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003972_bin.2.s_NODE_570_length_2277_cov_3.300909	2277	No terminal repeats	NA	2	11	0.9973	0.0017	1	2.2261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840	54840	DTR	NA	75	11	0.9973	0.0017	10	23.4881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.2.s_NODE_1_length_853921_cov_84.003566|provirus_12510_42523	30014	Provirus	12510-42523	41	11	0.9973	0.0017	15	53.6021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_143850-flag_1-multi_6.0000-len_14792	14792	No terminal repeats	NA	37	11	0.9973	0.0017	1	19.1749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_555_length_2595_cov_1.520254	2595	No terminal repeats	NA	6	11	0.9973	0.0017	0	4.4117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_185412-flag_0-multi_6.9921-len_9242	9242	No terminal repeats	NA	17	11	0.9973	0.0017	0	7.2142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
